country ,Year,"Homicide rate per 100,000 population - sex: Total - age: Total"
Ireland,1999,1.0215296
Ireland,2000,0.98170555
Ireland,2001,1.3580506
Ireland,2002,1.3352993
Ireland,2003,0.9346491
Ireland,2004,0.7440559
Ireland,2005,1.2617636
Ireland,2006,1.4640573
Ireland,2007,1.7890589
Ireland,2008,1.1454514
Ireland,2009,1.177832
Ireland,2010,1.1934797
Ireland,2011,0.92419386
Ireland,2012,1.1173062
Ireland,2013,1.0242258
Ireland,2014,1.0168389
Ireland,2015,0.57868385
Ireland,2016,0.699777
Ireland,2017,0.77537996
Ireland,2018,0.7653314
Ireland,2019,0.6535922
Ireland,2020,0.6469719
Ireland,2021,0.46124294
Ireland,2022,0.8759516
Ireland,2023,
Isle of Man,2011,1.1855435
Isle of Man,2012,2.3714104
Isle of Man,2013,2.3768919
Isle of Man,2014,3.5758557
Isle of Man,2015,1.1962724
Isle of Man,2016,0
Isle of Man,2023,
Israel,1990,3.0604253
Israel,1991,2.2659166
Israel,1992,2.9334238
Israel,1993,2.7047775
Israel,1994,2.6186373
Israel,1995,2.0442674
Israel,1996,2.0846343
Israel,1997,2.7162166
Israel,1998,2.5044706
Israel,1999,2.2855854
Israel,2000,2.5175912
Israel,2001,3.0939493
Israel,2002,3.2721417
Israel,2003,2.640554
Israel,2004,2.4105566
Israel,2005,2.517082
Israel,2006,2.2394361
Israel,2007,1.9418864
Israel,2008,1.6962277
Israel,2009,2.0000825
Israel,2010,2.046819
Israel,2011,1.9705757
Israel,2012,1.6859617
Israel,2013,1.6436564
Israel,2014,1.3733736
Israel,2015,1.3736645
Israel,2016,1.2746646
Israel,2017,1.4802767
Israel,2018,1.3717287
Israel,2019,1.7077296
Israel,2020,1.6785631
Israel,2021,1.9438074
Israel,2022,1.6264105
Israel,2023,
Italy,1990,3.160868
Italy,1991,3.412303
Italy,1992,2.5970743
Italy,1993,1.8832606
Italy,1994,1.7034721
Italy,1995,1.7790239
Italy,1996,1.6748984
Italy,1997,1.5335753
Italy,1998,1.5613272
Italy,1999,1.4382281
Italy,2000,1.3446523
Italy,2001,1.243969
Italy,2002,1.1276963
Italy,2005,1.0481122
Italy,2006,1.0696578
Italy,2007,1.0735221
Italy,2008,1.0384264
Italy,2009,0.99055046
Italy,2010,0.8842834
Italy,2011,0.9196022
Italy,2012,0.8805428
Italy,2013,0.8323302
Italy,2014,0.7874304
Italy,2015,0.77864414
Italy,2016,0.6720047
Italy,2017,0.6266246
Italy,2018,0.5995582
Italy,2019,0.53073996
Italy,2020,0.47898695
Italy,2021,0.51147586
Italy,2022,0.5454163
Italy,2023,
Jamaica,1990,22.74219
Jamaica,1991,23.467297
Jamaica,1992,25.959368
Jamaica,1993,26.717505
Jamaica,1994,27.856253
Jamaica,1995,31.083475
Jamaica,1996,36.51949
Jamaica,1997,40.626938
Jamaica,1998,33.338936
Jamaica,1999,32.89333
Jamaica,2000,33.955986
Jamaica,2001,43.383766
Jamaica,2002,39.60968
Jamaica,2003,36.7782
Jamaica,2004,55.2172
Jamaica,2005,62.535885
Jamaica,2006,49.820404
Jamaica,2007,58.64015
Jamaica,2008,59.711445
Jamaica,2009,61.820408
Jamaica,2010,52.928127
Jamaica,2011,41.25746
Jamaica,2012,39.930183
Jamaica,2013,43.34454
Jamaica,2014,36.0921
Jamaica,2015,43.264404
Jamaica,2016,48.310627
Jamaica,2017,58.645992
Jamaica,2018,45.84195
Jamaica,2019,47.62289
Jamaica,2020,47.262196
Jamaica,2021,52.127262
Jamaica,2022,53.335655
Jamaica,2023,
Japan,1990,0.54654384
Japan,1991,0.51501524
Japan,1992,0.5408025
Japan,1993,0.57301044
Japan,1994,0.6002273
Japan,1995,0.5771961
Japan,1996,0.5185871
Japan,1997,0.56336695
Japan,1998,0.6135776
Japan,1999,0.581565
Japan,2000,0.53468406
Japan,2001,0.548535
Japan,2002,0.52002424
Japan,2003,0.54665655
Japan,2004,0.5474998
Japan,2005,0.5031363
Japan,2006,0.48396364
Japan,2007,0.44841498
Japan,2008,0.5106278
Japan,2009,0.39495137
Japan,2010,0.36298227
Japan,2011,0.34529293
Japan,2012,0.3355398
Japan,2013,0.2897894
Japan,2014,0.30986047
Japan,2015,0.28526312
Japan,2016,0.28505316
Japan,2017,0.24158695
Japan,2018,0.26454216
Japan,2019,0.2535939
Japan,2020,0.25390282
Japan,2021,0.22870894
Japan,2022,0.23315535
Japan,2023,
Jersey,2023,
Jordan,1990,3.4476943
Jordan,1991,3.3002589
Jordan,1992,3.646343
Jordan,1993,4.0483255
Jordan,1994,4.604777
Jordan,1995,0.7850711
Jordan,1996,0.97641927
Jordan,1997,0.88726175
Jordan,2007,1.730142
Jordan,2008,1.8091707
Jordan,2009,1.5043154
Jordan,2010,1.8467064
Jordan,2011,1.9971926
Jordan,2012,2.3294952
Jordan,2013,2.1313057
Jordan,2014,2.1136458
Jordan,2015,1.7800254
Jordan,2016,1.4852495
Jordan,2017,1.3019582
Jordan,2018,0.89867306
Jordan,2019,1.1403272
Jordan,2020,0.98822176
Jordan,2021,1.0225794
Jordan,2022,1.1164404
Jordan,2023,0.99673176
Kazakhstan,1990,8.745113
Kazakhstan,1991,8.897367
Kazakhstan,1992,11.030652
Kazakhstan,1993,15.229954
Kazakhstan,1994,15.220499
Kazakhstan,1995,14.889569
Kazakhstan,1996,16.25966
Kazakhstan,1997,16.314346
Kazakhstan,1998,16.3562
Kazakhstan,1999,15.560831
Kazakhstan,2000,15.259657
Kazakhstan,2001,14.134937
Kazakhstan,2002,12.823553
Kazakhstan,2003,12.9145565
Kazakhstan,2004,13.471269
Kazakhstan,2008,11.156719
Kazakhstan,2009,10.797221
Kazakhstan,2010,8.341434
Kazakhstan,2011,8.419846
Kazakhstan,2012,7.4022684
Kazakhstan,2013,6.4569197
Kazakhstan,2014,5.1386123
Kazakhstan,2015,4.782487
Kazakhstan,2017,4.995956
Kazakhstan,2020,3.192962
Kazakhstan,2021,2.927622
Kazakhstan,2022,2.6342924
Kazakhstan,2023,
Kenya,2004,3.4482226
Kenya,2005,3.0231836
Kenya,2006,2.9951317
Kenya,2007,2.8963008
Kenya,2008,3.1009858
Kenya,2009,4.725644
Kenya,2010,4.638963
Kenya,2011,5.3265915
Kenya,2012,5.429288
Kenya,2014,5.029252
Kenya,2015,4.825887
Kenya,2016,4.933743
Kenya,2017,5.0379853
Kenya,2018,3.1409333
Kenya,2019,3.0931406
Kenya,2020,3.5759778
Kenya,2021,5.274913
Kenya,2022,4.8919544
Kenya,2023,
Kingdom of Bavaria,2023,
Kingdom of Sardinia,2023,
Kingdom of Saxony,2023,
Kingdom of Wurttemberg,2023,
Kingdom of the Two Sicilies,2023,
Kiribati,1991,0
Kiribati,1992,0
Kiribati,1993,0
Kiribati,1994,0
Kiribati,1995,0
Kiribati,1996,1.2072701
Kiribati,1997,0
Kiribati,1998,0
Kiribati,1999,0
Kiribati,2000,3.3774085
Kiribati,2001,4.418376
Kiribati,2008,6.73297
Kiribati,2009,0.94343626
Kiribati,2010,3.703875
Kiribati,2011,10.011786
Kiribati,2012,7.167335
Kiribati,2023,
Korea (former),2023,
Kosovo,2008,6.2660465
Kosovo,2009,4.061273
Kosovo,2010,5.9133205
Kosovo,2011,3.4457116
Kosovo,2012,4.968497
Kosovo,2013,2.270619
Kosovo,2014,3.0936956
Kosovo,2015,2.3875546
Kosovo,2016,2.1705317
Kosovo,2017,2.771897
Kosovo,2018,2.5731566
Kosovo,2019,1.4227626
Kosovo,2020,2.2146418
Kosovo,2021,1.9855477
Kosovo,2023,
Kuwait,1996,0.9393431
Kuwait,2001,1.9581518
Kuwait,2002,1.1233958
Kuwait,2003,1.3799628
Kuwait,2004,1.996767
Kuwait,2005,1.8341212
Kuwait,2006,1.9040293
Kuwait,2007,2.3536272
Kuwait,2008,1.4334587
Kuwait,2009,1.7527857
Kuwait,2010,2.0384886
Kuwait,2011,1.8766948
Kuwait,2012,1.7969383
Kuwait,2017,1.1151775
Kuwait,2018,0.85703975
Kuwait,2019,0.3602711
Kuwait,2020,0.25226784
Kuwait,2023,
Kyrgyzstan,2023,
Laos,2023,
Latin America and the Caribbean (UN),2000,21.658314
Latin America and the Caribbean (UN),2001,22.228083
Latin America and the Caribbean (UN),2002,22.818933
Latin America and the Caribbean (UN),2003,22.506159
Latin America and the Caribbean (UN),2004,20.821957
Latin America and the Caribbean (UN),2005,20.345945
Latin America and the Caribbean (UN),2006,20.70958
Latin America and the Caribbean (UN),2007,20.138634
Latin America and the Caribbean (UN),2008,21.765419
Latin America and the Caribbean (UN),2009,23.11902
Latin America and the Caribbean (UN),2010,23.745575
Latin America and the Caribbean (UN),2011,24.185637
Latin America and the Caribbean (UN),2012,24.359398
Latin America and the Caribbean (UN),2013,23.65118
Latin America and the Caribbean (UN),2014,23.263044
Latin America and the Caribbean (UN),2015,22.548498
Latin America and the Caribbean (UN),2016,23.442852
Latin America and the Caribbean (UN),2017,23.905746
Latin America and the Caribbean (UN),2018,23.156193
Latin America and the Caribbean (UN),2019,21.097454
Latin America and the Caribbean (UN),2020,20.301882
Latin America and the Caribbean (UN),2021,19.911045
Latin America and the Caribbean (UN),2022,19.578972
Latvia,1992,9.726296
Latvia,1993,14.665262
Latvia,1994,13.351468
Latvia,1995,11.205567
Latvia,1996,10.574963
Latvia,1997,10.884881
Latvia,1998,10.152956
Latvia,1999,9.438041
Latvia,2000,9.947629
Latvia,2001,9.282611
Latvia,2002,9.199775
Latvia,2012,3.4085884
Latvia,2013,2.4612513
Latvia,2014,3.1824346
Latvia,2015,3.3635297
Latvia,2016,3.496369
Latvia,2017,4.1435127
Latvia,2018,4.33967
Latvia,2019,3.3915002
Latvia,2020,3.6899357
Latvia,2021,3.0417538
Latvia,2022,3.6203477
Latvia,2023,
Lebanon,2008,3.744159
Lebanon,2009,2.9286215
Lebanon,2010,3.2627406
Lebanon,2011,3.329992
Lebanon,2012,3.7463758
Lebanon,2013,4.1557693
Lebanon,2014,3.8251016
Lebanon,2015,3.609973
Lebanon,2016,3.7548213
Lebanon,2017,4.0266795
Lebanon,2018,2.8903487
Lebanon,2019,3.1477504
Lebanon,2020,2.2603164
Lebanon,2023,
Lesotho,1990,28.84941
Lesotho,1991,30.008036
Lesotho,1992,34.436245
Lesotho,1993,35.26957
Lesotho,1994,43.59791
Lesotho,2007,45.123055
Lesotho,2008,37.69397
Lesotho,2023,
Liberia,2007,2.7527423
Liberia,2008,4.677728
Liberia,2009,3.7131255
Liberia,2010,3.2089903
Liberia,2011,3.8506153
Liberia,2012,3.1165297
Liberia,2023,
Libya,2023,
Liechtenstein,1994,0
Liechtenstein,1995,0
Liechtenstein,1996,0
Liechtenstein,1997,0
Liechtenstein,1998,0
Liechtenstein,1999,3.066074
Liechtenstein,2000,0
Liechtenstein,2001,0
Liechtenstein,2002,0
Liechtenstein,2003,0
Liechtenstein,2004,2.915452
Liechtenstein,2007,0
Liechtenstein,2008,2.8248188
Liechtenstein,2009,0
Liechtenstein,2010,2.7834995
Liechtenstein,2011,0
Liechtenstein,2012,0
Liechtenstein,2013,0
Liechtenstein,2014,2.695672
Liechtenstein,2015,0
Liechtenstein,2016,0
Liechtenstein,2017,2.6393232
Liechtenstein,2018,2.6191037
Liechtenstein,2019,2.5986176
Liechtenstein,2020,2.5802457
Liechtenstein,2021,5.1230164
Liechtenstein,2023,
Lithuania,1990,4.7545505
Lithuania,1991,5.6413383
Lithuania,1992,7.0078526
Lithuania,1993,10.980518
Lithuania,1994,12.332723
Lithuania,1995,13.396426
Lithuania,1996,10.881183
Lithuania,1997,10.582165
Lithuania,1998,8.484492
Lithuania,1999,8.503158
Lithuania,2000,10.278814
Lithuania,2001,9.915335
Lithuania,2002,8.33381
Lithuania,2004,10.021647
Lithuania,2005,11.027016
Lithuania,2006,8.667045
Lithuania,2007,8.464689
Lithuania,2008,9.242092
Lithuania,2009,7.9233346
Lithuania,2010,6.9767017
Lithuania,2011,6.8068953
Lithuania,2012,6.5941076
Lithuania,2013,6.5385594
Lithuania,2014,5.3089757
Lithuania,2015,5.803429
Lithuania,2016,5.2153034
Lithuania,2017,3.4429927
Lithuania,2018,3.198745
Lithuania,2019,3.299307
Lithuania,2020,3.581221
Lithuania,2021,2.5837467
Lithuania,2022,2.4363148
Lithuania,2023,
Luxembourg,1994,1.4923759
Luxembourg,1995,0.4906344
Luxembourg,1996,0.9680507
Luxembourg,1997,0.9559967
Luxembourg,1998,0.94434613
Luxembourg,1999,1.3974662
Luxembourg,2000,0.9182146
Luxembourg,2001,2.0396624
Luxembourg,2002,1.3455554
Luxembourg,2003,0.66467047
Luxembourg,2004,0.43688297
Luxembourg,2005,0.86047506
Luxembourg,2006,1.4817841
Luxembourg,2007,1.458733
Luxembourg,2008,1.6372122
Luxembourg,2009,1.0042822
Luxembourg,2010,1.9721162
Luxembourg,2011,0.7718938
Luxembourg,2012,0
Luxembourg,2013,0.18413985
Luxembourg,2014,0.71933454
Luxembourg,2015,0.87810576
Luxembourg,2016,0.8571169
Luxembourg,2017,0.3354115
Luxembourg,2018,0.49349168
Luxembourg,2019,0.6451894
Luxembourg,2020,0.4758887
Luxembourg,2021,0.6256638
Luxembourg,2022,1.5441655
Luxembourg,2023,
Macao,1991,3.311345
Macao,1992,0.80565137
Macao,1993,3.1519847
Macao,1994,3.3437977
Macao,1995,2.0169373
Macao,1996,4.2048297
Macao,1997,7.286868
Macao,1998,5.7309875
Macao,1999,8.695284
Macao,2000,2.3153749
Macao,2001,1.8218172
Macao,2002,0.44477555
Macao,2003,1.7296063
Macao,2004,0.84116757
Macao,2005,0.81863374
Macao,2006,1.9925777
Macao,2007,1.1643025
Macao,2008,0.7560886
Macao,2009,0.9207747
Macao,2010,0.35887507
Macao,2011,0.7005217
Macao,2012,0.6863813
Macao,2013,0.16852792
Macao,2014,0.16551715
Macao,2015,0.16253845
Macao,2016,0.1595689
Macao,2017,0.31318069
Macao,2018,0.30722392
Macao,2019,0.30136254
Macao,2020,0.2957342
Macao,2021,0.43693116
Macao,2022,0.28770003
Macao,2023,0.5680612
Madagascar,2023,
Malawi,2000,6.233644
Malawi,2001,7.826891
Malawi,2002,4.811405
Malawi,2003,2.4818072
Malawi,2004,3.3114872
Malawi,2005,1.5679327
Malawi,2006,6.2584295
Malawi,2007,5.112829
Malawi,2008,5.615784
Malawi,2009,2.2379293
Malawi,2010,3.5329874
Malawi,2011,2.2646103
Malawi,2012,1.7906137
Malawi,2023,
Malaysia,1990,1.7868301
Malaysia,1991,2.1312654
Malaysia,1992,1.9755263
Malaysia,1993,1.8897561
Malaysia,1994,1.7152743
Malaysia,1995,1.9665402
Malaysia,1996,2.160563
Malaysia,1997,2.5412748
Malaysia,1998,2.8839264
Malaysia,1999,2.6286783
Malaysia,2000,2.4013789
Malaysia,2001,2.1960268
Malaysia,2002,2.3402767
Malaysia,2003,2.2838054
Malaysia,2004,1.9618487
Malaysia,2005,2.329929
Malaysia,2006,2.21808
Malaysia,2007,2.406561
Malaysia,2008,2.1580162
Malaysia,2009,1.9881488
Malaysia,2010,1.8803715
Malaysia,2011,1.8160553
Malaysia,2012,2.029655
Malaysia,2013,2.0806503
Malaysia,2014,1.666315
Malaysia,2015,1.6028925
Malaysia,2016,1.446406
Malaysia,2017,1.1852711
Malaysia,2018,0.99693596
Malaysia,2019,0.94500613
Malaysia,2020,0.76204836
Malaysia,2021,0.72377706
Malaysia,2023,
Maldives,1990,0.44452938
Maldives,1995,0.77456933
Maldives,1997,2.2301517
Maldives,2001,2.4362783
Maldives,2002,2.7370687
Maldives,2007,0.9227192
Maldives,2008,1.4841948
Maldives,2009,1.7190155
Maldives,2010,1.659409
Maldives,2011,0.8011954
Maldives,2012,2.580382
Maldives,2013,0.7486375
Maldives,2015,0.9183116
Maldives,2019,0.59463876
Maldives,2023,
Mali,2023,
Malta,1990,1.0947162
Malta,1991,0.813737
Malta,1992,1.6134259
Malta,1993,1.8654653
Malta,1994,0.79247046
Malta,1998,1.2739421
Malta,1999,2.5253642
Malta,2000,1.0019752
Malta,2001,1.4919751
Malta,2002,1.4825852
Malta,2004,1.7123351
Malta,2005,0.97511506
Malta,2006,0
Malta,2007,0.9706829
Malta,2008,1.4513736
Malta,2009,0.96269554
Malta,2010,0.9552125
Malta,2011,0.7082638
Malta,2012,2.7913015
Malta,2013,1.5999086
Malta,2014,1.3439626
Malta,2015,0.8760815
Malta,2016,1.06905
Malta,2017,1.876967
Malta,2018,1.6273856
Malta,2019,0.9927835
Malta,2020,1.3582791
Malta,2021,0.3796882
Malta,2022,1.5001332
Malta,2023,0.5606801
Marshall Islands,1991,10.626202
Marshall Islands,1992,4.165365
Marshall Islands,1994,4.0128813
Marshall Islands,2023,
Martinique,2004,4.632621
Martinique,2005,4.74561
Martinique,2006,5.814674
Martinique,2007,5.810722
Martinique,2008,4.2986393
Martinique,2009,2.7903626
Martinique,2023,
Mauritania,2018,1.2410109
Mauritania,2019,1.0949283
Mauritania,2020,1.0225394
Mauritania,2023,
Mauritius,1990,1.8343743
Mauritius,1991,2.626193
Mauritius,1992,2.7710388
Mauritius,1993,1.8530742
Mauritius,1994,2.3536365
Mauritius,1995,2.154786
Mauritius,1996,2.899683
Mauritius,1997,2.0265872
Mauritius,1998,2.5944028
Mauritius,1999,1.9080597
Mauritius,2000,2.1382792
Mauritius,2009,2.9690561
Mauritius,2010,2.5714352
Mauritius,2011,2.4878793
Mauritius,2012,2.1726563
Mauritius,2013,2.7117236
Mauritius,2014,1.4704585
Mauritius,2015,1.6239377
Mauritius,2016,1.6229864
Mauritius,2017,2.5487723
Mauritius,2018,2.8563004
Mauritius,2019,2.082885
Mauritius,2020,2.6968133
Mauritius,2021,2.6175692
Mauritius,2022,2.2316809
Mauritius,2023,
Mayotte,2007,13.8030815
Mayotte,2008,2.4877417
Mayotte,2009,5.8157005
Mayotte,2023,
Melanesia,2000,7.16485
Melanesia,2001,6.5680356
Melanesia,2002,6.82727
Melanesia,2003,8.43759
Melanesia,2004,8.149921
Melanesia,2005,7.9523335
Melanesia,2006,7.76853
Melanesia,2007,6.601061
Melanesia,2008,7.209065
Melanesia,2009,8.131709
Melanesia,2010,7.9978237
Melanesia,2011,7.807635
Melanesia,2012,7.8362203
Melanesia,2013,7.8513894
Melanesia,2014,7.883369
Melanesia,2015,7.9044995
Melanesia,2016,7.9241652
Melanesia,2017,7.942087
Melanesia,2018,7.958736
Melanesia,2019,7.9742045
Melanesia,2020,7.977513
Melanesia,2021,7.986667
Melanesia,2022,7.9867463
Mexico,1990,17.734856
Mexico,1991,18.149622
Mexico,1992,19.523924
Mexico,1993,18.511583
Mexico,1994,17.934782
Mexico,1995,17.352533
Mexico,1996,15.837478
Mexico,1997,14.54341
Mexico,1998,14.410036
Mexico,1999,12.71503
Mexico,2000,10.970289
Mexico,2001,10.347677
Mexico,2002,9.9963255
Mexico,2003,9.847764
Mexico,2004,8.974869
Mexico,2005,9.408928
Mexico,2006,9.77857
Mexico,2007,8.187218
Mexico,2008,12.769353
Mexico,2009,17.8326
Mexico,2010,22.88852
Mexico,2011,23.839584
Mexico,2012,22.432549
Mexico,2013,19.663113
Mexico,2014,16.849691
Mexico,2015,17.28008
Mexico,2016,20.20997
Mexico,2017,26.114616
Mexico,2018,29.581371
Mexico,2019,29.308798
Mexico,2020,29.185314
Mexico,2021,28.175653
Mexico,2022,26.106606
Mexico,2023,
Micronesia,2000,2.6292775
Micronesia,2001,3.8976588
Micronesia,2002,2.859357
Micronesia,2003,4.09454
Micronesia,2004,4.3032413
Micronesia,2005,3.9949517
Micronesia,2006,4.8294773
Micronesia,2007,2.8944008
Micronesia,2008,3.0177946
Micronesia,2009,2.6787715
Micronesia,2010,2.807247
Micronesia,2011,4.3306828
Micronesia,2012,3.7207158
Micronesia,2013,3.7279189
Micronesia,2014,3.7343729
Micronesia,2015,3.7429314
Micronesia,2016,3.1739383
Micronesia,2017,3.171224
Micronesia,2018,3.4059107
Micronesia,2019,4.194537
Micronesia,2020,4.1780834
Micronesia,2021,3.749088
Micronesia,2022,3.759263
Micronesia (country),2019,0.89783937
Micronesia (country),2023,
Moldova,1990,6.4729266
Moldova,1991,6.457463
Moldova,1992,11.101465
Moldova,1993,8.612078
Moldova,1994,8.945885
Moldova,1995,9.010963
Moldova,1996,9.028948
Moldova,1997,9.422389
Moldova,1998,8.613691
Moldova,1999,9.084703
Moldova,2000,10.184465
Moldova,2001,9.784547
Moldova,2002,9.668144
Moldova,2003,7.791925
Moldova,2004,6.844583
Moldova,2005,7.3974442
Moldova,2006,6.6451116
Moldova,2007,5.5973377
Moldova,2008,6.1902905
Moldova,2009,6.560887
Moldova,2010,7.2046385
Moldova,2011,6.0081325
Moldova,2012,6.529442
Moldova,2013,6.7027054
Moldova,2014,4.8227606
Moldova,2015,5.7667875
Moldova,2016,6.201314
Moldova,2017,4.4332566
Moldova,2018,5.283533
Moldova,2019,3.8913121
Moldova,2020,3.0147362
Moldova,2021,2.155801
Moldova,2022,2.2914784
Moldova,2023,2.270127
Monaco,2001,3.0822816
Monaco,2007,0
Monaco,2008,0
Monaco,2023,
Mongolia,2003,13.630291
Mongolia,2004,13.1208315
Mongolia,2005,15.551401
Mongolia,2006,13.01699
Mongolia,2007,11.321582
Mongolia,2008,8.048938
Mongolia,2009,8.2123575
Mongolia,2010,8.843597
Mongolia,2011,9.694097
Mongolia,2012,7.1266165
Mongolia,2013,7.310676
Mongolia,2014,7.3376846
Mongolia,2015,7.218149
Mongolia,2016,6.073499
Mongolia,2017,6.169191
Mongolia,2018,6.194708
Mongolia,2019,6.341978
Mongolia,2020,6.2228036
Mongolia,2021,6.153326
Mongolia,2022,5.944033
Mongolia,2023,
Montenegro,2002,4.2671757
Montenegro,2007,1.898967
Montenegro,2008,3.8006766
Montenegro,2009,3.327091
Montenegro,2010,2.3770134
Montenegro,2011,3.3238997
Montenegro,2012,2.6854098
Montenegro,2013,1.5774226
Montenegro,2014,3.1531096
Montenegro,2015,2.6815298
Montenegro,2016,4.4215403
Montenegro,2017,2.371774
Montenegro,2018,2.2171035
Montenegro,2019,3.6485002
Montenegro,2020,2.861469
Montenegro,2021,2.3890734
Montenegro,2022,2.5514984
Montenegro,2023,
Montserrat,1990,0
Montserrat,1991,0
Montserrat,1992,19.786308
Montserrat,1993,0
Montserrat,1994,11.16196
Montserrat,1995,0
Montserrat,1996,12.960923
Montserrat,1997,0
Montserrat,1998,15.603058
Montserrat,1999,0
Montserrat,2000,0
Montserrat,2001,0
Montserrat,2002,0
Montserrat,2003,0
Montserrat,2004,0
Montserrat,2005,21.308332
Montserrat,2006,21.134947
Montserrat,2008,20.774904
Montserrat,2012,20.100502
Montserrat,2017,0
Montserrat,2018,0
Montserrat,2023,
Morocco,1990,0.36221835
Morocco,1991,0.49623653
Morocco,1992,0.5196712
Morocco,1993,0.57349277
Morocco,1994,0.7022485
Morocco,1997,2.671814
Morocco,1998,2.0005884
Morocco,1999,1.9164569
Morocco,2000,1.6144613
Morocco,2001,1.8769381
Morocco,2002,1.576694
Morocco,2003,1.7194139
Morocco,2004,1.5649387
Morocco,2005,1.5411459
Morocco,2006,1.6151514
Morocco,2007,1.6553199
Morocco,2008,1.3466101
Morocco,2009,1.3481935
Morocco,2010,1.3891941
Morocco,2011,1.3402748
Morocco,2012,1.1483511
Morocco,2013,1.2690983
Morocco,2014,1.0365386
Morocco,2015,1.2427748
Morocco,2016,1.6919576
Morocco,2017,2.1419656
Morocco,2018,1.419525
Morocco,2019,2.7655044
Morocco,2020,2.9246004
Morocco,2021,1.9311379
Morocco,2022,1.6498492
Morocco,2023,1.7045435
Mozambique,2001,6.037084
Mozambique,2002,5.5630007
Mozambique,2003,5.4412537
Mozambique,2004,5.7376685
Mozambique,2005,5.3881245
Mozambique,2006,4.311346
Mozambique,2007,3.9895654
Mozambique,2008,4.554699
Mozambique,2009,3.668104
Mozambique,2010,3.7921925
Mozambique,2011,3.573169
Mozambique,2023,
Myanmar,1990,5.102301
Myanmar,1995,3.7616441
Myanmar,2000,2.2859862
Myanmar,2001,1.9906627
Myanmar,2002,1.7512822
Myanmar,2003,1.6281545
Myanmar,2004,1.5695487
Myanmar,2005,1.4164641
Myanmar,2006,1.6157784
Myanmar,2007,1.5460626
Myanmar,2008,1.6232471
Myanmar,2009,1.793298
Myanmar,2010,1.6217533
Myanmar,2011,2.118707
Myanmar,2012,2.8595219
Myanmar,2013,2.4443054
Myanmar,2014,2.408344
Myanmar,2015,2.5289435
Myanmar,2016,2.5803418
Myanmar,2017,2.6621614
Myanmar,2018,2.7569962
Myanmar,2019,2.863865
Myanmar,2020,2.94067
Myanmar,2021,28.437815
Myanmar,2022,3.872327
Myanmar,2023,
Namibia,1995,23.234505
Namibia,1996,21.39307
Namibia,1997,19.312065
Namibia,1998,23.445335
Namibia,1999,21.312754
Namibia,2000,20.88898
Namibia,2001,19.015268
Namibia,2002,18.321177
Namibia,2004,18.149887
Namibia,2008,17.365267
Namibia,2009,18.762815
Namibia,2010,14.957573
Namibia,2011,14.444219
Namibia,2012,17.901054
Namibia,2018,19.786497
Namibia,2019,13.038262
Namibia,2020,12.173084
Namibia,2021,12.44985
Namibia,2023,
Nauru,2023,
Nepal,1990,1.8046005
Nepal,1997,2.4731803
Nepal,1998,2.742231
Nepal,1999,2.609435
Nepal,2000,2.5855575
Nepal,2001,3.3979707
Nepal,2002,3.3869965
Nepal,2003,2.9474854
Nepal,2004,3.599451
Nepal,2005,3.3402941
Nepal,2006,2.30024
Nepal,2007,3.1482027
Nepal,2008,3.3182619
Nepal,2009,2.9822094
Nepal,2010,2.9931998
Nepal,2011,2.4902444
Nepal,2012,2.3490074
Nepal,2013,2.2131686
Nepal,2014,2.0318909
Nepal,2015,2.1658564
Nepal,2016,2.2145505
Nepal,2017,2.2353563
Nepal,2018,2.3117363
Nepal,2019,1.9249114
Nepal,2020,2.102313
Nepal,2023,
Netherlands,1990,0.90333945
Netherlands,1991,1.1763468
Netherlands,1992,1.2738698
Netherlands,1993,1.2589267
Netherlands,1994,1.1140443
Netherlands,1995,1.2494603
Netherlands,1996,1.3579073
Netherlands,1997,1.3307823
Netherlands,1998,1.1194081
Netherlands,1999,1.2837955
Netherlands,2000,1.1321371
Netherlands,2001,1.2639507
Netherlands,2002,1.2144206
Netherlands,2003,1.2525128
Netherlands,2004,1.1793009
Netherlands,2005,1.0699902
Netherlands,2006,0.784041
Netherlands,2007,0.8724176
Netherlands,2008,0.9112575
Netherlands,2009,0.9312897
Netherlands,2010,0.8665763
Netherlands,2011,0.85621196
Netherlands,2012,0.86385113
Netherlands,2013,0.7410766
Netherlands,2014,0.725489
Netherlands,2015,0.610289
Netherlands,2016,0.548921
Netherlands,2017,0.76712084
Netherlands,2018,0.5785014
Netherlands,2019,0.7199108
Netherlands,2020,0.6940239
Netherlands,2021,0.71993023
Netherlands,2022,0.8084712
Netherlands,2023,
Netherlands Antilles,2023,
New Caledonia,2006,3.2568715
New Caledonia,2007,4.8121843
New Caledonia,2008,4.346512
New Caledonia,2009,3.113125
New Caledonia,2023,
New Zealand,1990,1.8646103
New Zealand,1991,1.539586
New Zealand,1992,1.8852229
New Zealand,1993,1.1590061
New Zealand,1994,1.5700785
New Zealand,1995,1.0615443
New Zealand,1996,1.2873955
New Zealand,1997,1.5890453
New Zealand,1998,1.2860744
New Zealand,1999,1.1738639
New Zealand,2000,1.3488045
New Zealand,2001,1.3111959
New Zealand,2002,1.5195321
New Zealand,2003,1.0945435
New Zealand,2004,1.1025604
New Zealand,2005,1.4760036
New Zealand,2006,1.1722549
New Zealand,2007,1.1370382
New Zealand,2008,1.1971159
New Zealand,2009,1.5570941
New Zealand,2010,0.9893384
New Zealand,2011,0.89015305
New Zealand,2012,0.9296451
